order_id,customer_id,restaurant_name,cuisine,order_date,delivery_time_minutes,order_amount,payment_method,city,order_status,rating
12939,28781,Chinese Treats 5 (Che),Fast Food,2025-04-24,25,209.6,Online,Chennai,Delivered,4.0
12940,25272,Biryani Treats 4 (Che),Seafood,2025-01-21,29,648.8,Online,Chennai,Delivered,2.0
12941,7373,Chinese Treats 6 (Mum),Continental,2025-06-09,26,263.89,Online,Mumbai,Delivered,5.0
12942,24100,Seafood Treats 3 (Pun),Italian,2025-06-03,19,381.9,Cash,Pune,Delivered,4.0
12943,23604,Spice Hub (Pun),Italian,2025-10-23,27,398.39,Online,Pune,Delivered,3.0
12944,24159,Fast Treats 6 (Kol),Biryani,2024-09-20,19,373.44,Online,Kolkata,Delivered,3.0
12945,29833,Seafood Treats 5 (Che),Chinese,2025-09-03,28,248.35,Online,Chennai,Delivered,4.0
12946,1258,Continental Treats 2 (Del),Desserts,2024-03-14,33,99.99,Online,Delhi,Delivered,4.0
12947,24706,Fast Treats 4 (Ahm),Biryani,2025-04-03,40,96.29,Online,Ahmedabad,Delivered,5.0
12948,2072,Continental Treats 5 (Del),Street Food,2025-07-05,32,50.0,Online,Delhi,Delivered,5.0
12949,23173,Continental Treats 5 (Hyd),Italian,2023-12-10,41,370.76,Online,Hyderabad,Delivered,2.0
12950,13849,Chinese Treats 4 (Che),North Indian,2024-12-06,33,290.51,Cash,Chennai,Delivered,5.0
12951,27377,Continental Treats 4 (Del),Chinese,2025-04-06,36,104.7,Online,Delhi,Delivered,4.0
12952,24038,South Treats 6 (Kol),Desserts,2024-07-07,34,185.88,Online,Kolkata,Delivered,4.0
12953,20589,Chinese Treats 3 (Ahm),Italian,2025-05-12,31,399.12,Online,Ahmedabad,Delivered,4.0
12954,12799,Desserts Treats 2 (Kol),North Indian,2024-09-27,27,248.33,Online,Kolkata,Delivered,4.0
12955,10260,Desserts Treats 4 (Che),North Indian,2024-09-08,32,570.54,Online,Chennai,Delivered,4.0
12956,9368,South Treats 6 (Hyd),Biryani,2025-01-30,41,395.53,Online,Hyderabad,Delivered,5.0
12957,6293,Desserts Treats 5 (Ben),Seafood,2023-12-02,28,515.82,Online,Bengaluru,Delivered,4.0
12958,12453,Desserts Treats 2 (Mum),Chinese,2023-12-02,31,227.31,Cash,Mumbai,Delivered,4.0
12959,23123,Fast Treats 3 (Pun),Desserts,2023-12-02,33,67.01,Online,Pune,Delivered,5.0
12960,24802,Foodie Plaza (Kol),Biryani,2025-07-10,35,602.65,Online,Kolkata,Delivered,4.0
12961,12664,North Treats 6 (Ahm),Continental,2025-04-18,19,372.23,Online,Ahmedabad,Delivered,4.0
12962,20481,North Treats 2 (Pun),Fast Food,2025-10-29,24,141.79,Online,Pune,Delivered,4.0
12963,20036,Continental Treats 1 (Del),Fast Food,2025-04-13,37,210.41,Online,Delhi,Delivered,4.0
12964,4602,Desserts Treats 6 (Ahm),North Indian,2025-06-15,31,439.47,Online,Ahmedabad,Delivered,4.0
12965,20379,South Treats 5 (Ben),Biryani,2023-12-02,38,394.45,Online,Bengaluru,Delivered,4.0
12966,10792,Seafood Treats 6 (Kol),Continental,2025-09-30,31,454.6,Online,Kolkata,Cancelled,
12967,10738,Continental Treats 5 (Ben),Italian,2023-12-02,32,543.67,Online,Bengaluru,Delivered,4.0
12968,12048,Street Treats 5 (Ahm),North Indian,2025-07-10,34,449.02,Cash,Ahmedabad,Cancelled,
12969,8190,Chinese Treats 4 (Ben),Chinese,2024-01-24,32,386.66,Online,Bengaluru,Delivered,3.0
12970,25091,Chinese Treats 6 (Ben),Continental,2023-12-02,30,286.23,Online,Bengaluru,Delivered,5.0
12971,17986,Biryani Treats 4 (Ben),Italian,2024-08-24,17,542.27,Cash,Bengaluru,Delivered,4.0
12972,24113,Desserts Treats 6 (Che),Continental,2025-07-26,33,706.51,Online,Chennai,Cancelled,
12973,14258,North Treats 1 (Ahm),South Indian,2025-05-02,34,96.92,Online,Ahmedabad,Delivered,5.0
12974,2374,Desserts Treats 1 (Pun),Biryani,2025-01-22,29,426.32,Online,Pune,Delivered,3.0
12975,9749,Fast Treats 3 (Mum),South Indian,2025-03-17,22,140.8,Online,Mumbai,Delivered,3.0
12976,25226,North Treats 6 (Del),South Indian,2025-08-03,32,189.01,Online,Delhi,Cancelled,
12977,26470,Fast Treats 3 (Che),North Indian,2025-09-26,35,300.39,Online,Chennai,Cancelled,
12978,17334,Italian Treats 2 (Mum),Fast Food,2025-01-25,29,254.96,Online,Mumbai,Delivered,4.0
12979,17056,Chinese Treats 3 (Mum),Fast Food,2025-04-29,32,246.77,Online,Mumbai,Delivered,4.0
12980,21848,Street Treats 2 (Che),Fast Food,2025-08-28,27,250.76,Online,Chennai,Delivered,4.0
12981,13753,Biryani Treats 6 (Del),Biryani,2024-07-06,31,206.03,Online,Delhi,Delivered,5.0
12982,16235,Foodie Plaza (Ahm),Chinese,2025-07-11,39,165.3,Online,Ahmedabad,Delivered,4.0
12983,17662,Biryani Treats 5 (Hyd),Seafood,2025-11-24,17,911.99,Online,Hyderabad,Delivered,4.0
12984,22012,Desserts Treats 3 (Ben),Seafood,2025-03-16,31,376.0,Cash,Bengaluru,Delivered,5.0
12985,9864,North Treats 3 (Pun),Chinese,2025-03-06,26,347.54,Online,Pune,Delivered,4.0
12986,9917,Italian Treats 4 (Ahm),Street Food,2025-11-05,30,194.78,Online,Ahmedabad,Cancelled,
12987,5856,Chinese Treats 3 (Mum),North Indian,2023-12-02,28,193.61,Online,Mumbai,Delivered,3.0
12988,28268,Chinese Treats 4 (Kol),Chinese,2023-12-02,19,125.9,Online,Kolkata,Delivered,5.0
12989,12433,Fast Treats 3 (Del),Continental,2025-07-23,38,523.67,Online,Delhi,Delivered,5.0
12990,25512,Street Treats 4 (Ahm),Italian,2025-02-16,38,546.42,Online,Ahmedabad,Delivered,4.0
12991,25607,Seafood Treats 5 (Ben),Fast Food,2025-11-27,20,218.62,Online,Bengaluru,Delivered,3.0
12992,4951,South Treats 6 (Ahm),Fast Food,2024-09-09,21,206.86,Online,Ahmedabad,Delivered,4.0
12993,20481,North Treats 2 (Pun),Fast Food,2025-10-08,22,179.22,Online,Pune,Delivered,4.0
12994,4367,Street Treats 1 (Ben),Desserts,2025-04-14,19,186.33,Online,Bengaluru,Delivered,4.0
12995,10509,North Treats 5 (Mum),Desserts,2025-03-28,28,183.76,Online,Mumbai,Delivered,5.0
12996,25837,Biryani Treats 4 (Che),Continental,2025-11-02,26,390.26,Online,Chennai,Delivered,5.0
12997,16001,Street Treats 1 (Che),Desserts,2025-03-03,25,304.91,Online,Chennai,Delivered,5.0
12998,12200,Chinese Treats 5 (Ben),Italian,2025-10-23,44,451.77,Online,Bengaluru,Delivered,4.0
12999,7882,Italian Treats 4 (Ben),Street Food,2025-06-03,24,105.35,Online,Bengaluru,Delivered,5.0
13000,18588,Seafood Treats 4 (Kol),South Indian,2024-02-20,25,289.93,Online,Kolkata,Delivered,4.0
13001,19467,Fast Treats 2 (Ben),Biryani,2023-12-02,33,312.21,Online,Bengaluru,Delivered,4.0
13002,18269,South Treats 4 (Kol),Seafood,2025-07-30,33,379.83,Online,Kolkata,Delivered,5.0
13003,21645,Fast Treats 4 (Mum),Desserts,2023-12-02,29,130.41,Online,Mumbai,Delivered,5.0
13004,3996,Biryani Treats 1 (Mum),Biryani,2025-04-25,31,430.83,Online,Mumbai,Delivered,4.0
13005,20015,Chinese Treats 3 (Pun),Italian,2024-09-09,33,537.07,Online,Pune,Delivered,4.0
13006,14333,Street Treats 4 (Kol),Desserts,2025-04-08,33,50.0,Cash,Kolkata,Delivered,5.0
13007,8226,North Treats 4 (Ben),Biryani,2025-06-23,18,570.46,Online,Bengaluru,Delivered,2.0
13008,29252,Street Treats 2 (Ahm),Chinese,2025-06-24,27,317.44,Online,Ahmedabad,Delivered,3.0
13009,8252,Continental Treats 2 (Pun),Desserts,2025-07-20,19,200.93,Online,Pune,Delivered,4.0
13010,3279,Seafood Treats 1 (Ben),Desserts,2025-10-07,24,191.09,Online,Bengaluru,Delivered,5.0
13011,21914,Italian Treats 5 (Pun),Seafood,2023-12-02,26,434.15,Cash,Pune,Delivered,4.0
13012,13044,Biryani Treats 3 (Pun),North Indian,2025-07-05,12,533.16,Cash,Pune,Cancelled,
13013,11315,Spice Hub (Ben),Biryani,2025-11-09,31,334.99,Online,Bengaluru,Delivered,5.0
13014,2662,North Treats 3 (Che),North Indian,2025-08-22,30,454.1,Online,Chennai,Delivered,5.0
13015,24918,Fast Treats 5 (Ben),South Indian,2025-09-30,28,195.9,Cash,Bengaluru,Delivered,5.0
13016,3418,South Treats 1 (Che),Biryani,2025-08-13,26,110.87,Online,Chennai,Delivered,4.0
13017,20534,North Treats 5 (Mum),Street Food,2025-06-10,32,109.57,Cash,Mumbai,Delivered,5.0
13018,28049,Fast Treats 2 (Hyd),Fast Food,2025-11-20,22,320.51,Online,Hyderabad,Delivered,5.0
13019,26525,Seafood Treats 4 (Mum),Fast Food,2024-05-04,40,177.43,Online,Mumbai,Delivered,2.0
13020,24888,Seafood Treats 2 (Mum),North Indian,2024-04-17,33,281.96,Online,Mumbai,Delivered,4.0
13021,18287,Street Treats 1 (Pun),Seafood,2024-09-07,34,491.61,Cash,Pune,Delivered,5.0
13022,20348,Chinese Treats 5 (Pun),Street Food,2025-06-19,26,50.0,Cash,Pune,Delivered,2.0
13023,6908,Italian Treats 3 (Hyd),Fast Food,2025-11-15,17,167.36,Online,Hyderabad,Delivered,4.0
13024,3207,Desserts Treats 2 (Che),Desserts,2025-11-28,29,189.21,Online,Chennai,Delivered,4.0
13025,13003,Seafood Treats 4 (Mum),Fast Food,2025-11-18,21,96.66,Cash,Mumbai,Delivered,4.0
13026,7545,Desserts Treats 1 (Hyd),Seafood,2025-08-17,26,1145.93,Online,Hyderabad,Delivered,5.0
13027,21488,Spice Hub (Ahm),South Indian,2024-11-14,32,209.24,Online,Ahmedabad,Delivered,5.0
13028,26632,Continental Treats 6 (Ben),Continental,2025-08-13,34,391.54,Cash,Bengaluru,Delivered,1.0
13029,1310,Continental Treats 3 (Che),Street Food,2025-04-09,52,102.74,Online,Chennai,Cancelled,
13030,6835,Chinese Treats 2 (Che),North Indian,2025-06-30,19,566.18,Online,Chennai,Delivered,4.0
13031,18569,Biryani Treats 3 (Ben),Fast Food,2024-03-04,15,136.81,Cash,Bengaluru,Delivered,3.0
13032,14079,Italian Treats 2 (Ahm),Desserts,2025-07-23,25,166.72,Online,Ahmedabad,Delivered,5.0
13033,10575,North Treats 4 (Che),Continental,2024-10-01,40,595.02,Online,Chennai,Delivered,4.0
13034,12496,Chinese Treats 6 (Mum),North Indian,2024-11-22,24,459.02,Online,Mumbai,Delivered,3.0
13035,7804,Foodie Plaza (Del),Chinese,2025-07-30,39,295.09,Online,Delhi,Delivered,4.0
13036,1532,Fast Treats 3 (Mum),Desserts,2025-08-13,35,151.36,Online,Mumbai,Cancelled,
13037,12883,South Treats 4 (Ben),Continental,2025-08-13,30,109.89,Online,Bengaluru,Delivered,4.0
13038,4866,Italian Treats 4 (Pun),Seafood,2025-09-11,37,697.75,Online,Pune,Delivered,5.0
13039,8553,South Treats 2 (Ahm),Chinese,2025-05-18,35,209.48,Cash,Ahmedabad,Delivered,4.0
13040,6489,Seafood Treats 4 (Hyd),Biryani,2025-09-25,44,397.89,Online,Hyderabad,Delivered,4.0
13041,28477,Chinese Treats 2 (Che),Italian,2024-12-04,32,736.54,Online,Chennai,Delivered,4.0
13042,28285,North Treats 1 (Kol),Seafood,2025-03-25,38,698.05,Online,Kolkata,Delivered,3.0
13043,7236,Italian Treats 6 (Del),Desserts,2025-11-05,24,104.55,Online,Delhi,Delivered,3.0
13044,15833,Chinese Treats 2 (Pun),Chinese,2025-04-23,25,339.32,Cash,Pune,Delivered,5.0
13045,12509,Continental Treats 6 (Ben),Biryani,2025-03-31,34,382.95,Online,Bengaluru,Delivered,5.0
13046,16371,Seafood Treats 1 (Pun),Desserts,2023-12-02,23,139.82,Online,Pune,Delivered,4.0
13047,2143,Fast Treats 6 (Ahm),Street Food,2024-11-06,32,117.99,Online,Ahmedabad,Delivered,3.0
13048,12895,South Treats 4 (Ben),North Indian,2025-07-11,25,295.22,Cash,Bengaluru,Delivered,4.0
13049,13389,Italian Treats 6 (Ben),Italian,2025-05-27,43,580.5,Online,Bengaluru,Delivered,4.0
13050,24397,Desserts Treats 5 (Che),Chinese,2025-11-12,45,276.37,Online,Chennai,Delivered,3.0
13051,27269,Seafood Treats 2 (Pun),Desserts,2025-10-05,30,153.62,Online,Pune,Delivered,3.0
13052,13044,Biryani Treats 3 (Pun),North Indian,2023-12-29,15,398.65,Cash,Pune,Cancelled,
13053,10338,Street Treats 2 (Hyd),Street Food,2025-05-17,44,107.41,Online,Hyderabad,Cancelled,
13054,2366,Italian Treats 2 (Ahm),Continental,2025-05-14,39,581.97,Cash,Ahmedabad,Delivered,3.0
13055,6951,North Treats 5 (Del),North Indian,2024-12-31,40,374.58,Online,Delhi,Delivered,4.0
13056,6327,Seafood Treats 6 (Mum),Biryani,2025-02-08,27,369.68,Online,Mumbai,Delivered,3.0
13057,7683,Biryani Treats 2 (Che),Street Food,2024-07-15,29,83.69,Online,Chennai,Delivered,5.0
13058,10130,Italian Treats 2 (Che),Italian,2025-05-07,15,648.21,Online,Chennai,Delivered,4.0
13059,22692,South Treats 2 (Mum),Biryani,2024-04-07,24,404.69,Cash,Mumbai,Delivered,4.0
13060,5222,South Treats 3 (Hyd),South Indian,2025-06-30,23,210.68,Cash,Hyderabad,Cancelled,
13061,2457,Street Treats 6 (Ben),Street Food,2025-10-26,17,90.25,Online,Bengaluru,Delivered,5.0
13062,23061,Italian Treats 2 (Ahm),Street Food,2024-06-11,29,172.12,Online,Ahmedabad,Delivered,2.0
13063,23749,Fast Treats 1 (Ben),Fast Food,2025-07-19,22,113.56,Online,Bengaluru,Delivered,4.0
13064,7577,Biryani Treats 5 (Mum),Italian,2023-12-02,29,367.29,Online,Mumbai,Delivered,5.0
13065,7847,Chinese Treats 4 (Che),Chinese,2025-05-10,29,362.38,Online,Chennai,Delivered,4.0
13066,12497,Desserts Treats 3 (Kol),North Indian,2025-08-07,28,516.78,Online,Kolkata,Delivered,3.0
13067,4346,Chinese Treats 4 (Che),Street Food,2023-12-02,33,103.43,Cash,Chennai,Cancelled,
13068,20995,Biryani Treats 6 (Pun),Italian,2025-09-02,10,273.07,Online,Pune,Delivered,4.0
13069,7404,Desserts Treats 1 (Kol),Street Food,2025-09-26,25,164.38,Online,Kolkata,Delivered,4.0
13070,27338,Fast Treats 4 (Ben),Street Food,2025-07-03,27,215.05,Online,Bengaluru,Delivered,3.0
13071,24267,Italian Treats 1 (Pun),South Indian,2025-04-13,20,209.24,Online,Pune,Delivered,4.0
13072,6656,Fast Treats 3 (Mum),Biryani,2025-02-19,40,115.49,Cash,Mumbai,Delivered,2.0
13073,12175,Biryani Treats 2 (Pun),Italian,2025-02-15,29,503.36,Cash,Pune,Delivered,4.0
13074,14355,Fast Treats 4 (Ben),Fast Food,2025-08-28,39,149.48,Online,Bengaluru,Delivered,4.0
13075,13383,Street Treats 2 (Ben),Fast Food,2025-03-10,13,172.34,Cash,Bengaluru,Delivered,3.0
13076,25129,South Treats 1 (Pun),Street Food,2024-10-06,21,146.33,Cash,Pune,Delivered,4.0
13077,13009,Biryani Treats 3 (Pun),Italian,2024-05-18,20,493.64,Online,Pune,Delivered,4.0
13078,15373,Continental Treats 1 (Kol),Chinese,2025-03-09,34,266.67,Online,Kolkata,Delivered,3.0
13079,12809,Biryani Treats 4 (Ben),Desserts,2025-02-22,19,172.77,Cash,Bengaluru,Delivered,4.0
13080,10381,Continental Treats 1 (Mum),Desserts,2023-12-02,28,150.89,Online,Mumbai,Delivered,3.0
13081,18791,Seafood Treats 3 (Mum),Street Food,2025-01-25,26,100.77,Cash,Mumbai,Delivered,4.0
13082,22119,Continental Treats 1 (Ben),Fast Food,2025-09-25,22,50.0,Cash,Bengaluru,Delivered,5.0
13083,24298,Street Treats 5 (Mum),Street Food,2025-09-01,35,109.34,Cash,Mumbai,Delivered,5.0
13084,19511,Seafood Treats 4 (Hyd),Chinese,2024-09-19,32,488.2,Cash,Hyderabad,Delivered,5.0
13085,16976,Fast Treats 1 (Ahm),Italian,2025-11-17,34,575.77,Online,Ahmedabad,Delivered,4.0
13086,23903,Continental Treats 2 (Che),Street Food,2025-08-29,38,170.09,Cash,Chennai,Delivered,4.0
13087,19731,Urban Bites (Mum),Desserts,2025-06-18,29,89.8,Online,Mumbai,Delivered,4.0
13088,4213,Italian Treats 3 (Mum),Italian,2025-08-08,47,443.26,Online,Mumbai,Delivered,5.0
13089,14090,Urban Bites (Kol),Desserts,2023-12-02,26,91.4,Online,Kolkata,Delivered,3.0
13090,19547,South Treats 6 (Pun),South Indian,2025-09-09,25,186.65,Cash,Pune,Cancelled,
13091,26759,Desserts Treats 5 (Del),Biryani,2025-07-17,28,585.12,Online,Delhi,Delivered,4.0
13092,25656,Desserts Treats 4 (Ahm),Italian,2025-05-12,31,772.17,Cash,Ahmedabad,Delivered,3.0
13093,2976,Seafood Treats 5 (Hyd),Street Food,2024-12-10,17,58.17,Online,Hyderabad,Delivered,4.0
13094,15193,Foodie Plaza (Del),Street Food,2025-08-19,32,116.17,Online,Delhi,Delivered,5.0
13095,27266,Fast Treats 1 (Hyd),South Indian,2024-02-27,23,256.04,Online,Hyderabad,Delivered,4.0
13096,13067,Street Treats 4 (Hyd),Biryani,2025-01-19,41,337.03,Online,Hyderabad,Delivered,4.0
13097,20930,Desserts Treats 6 (Hyd),Seafood,2025-08-14,24,320.41,Online,Hyderabad,Delivered,4.0
13098,5112,South Treats 1 (Del),Chinese,2024-08-25,27,448.96,Cash,Delhi,Delivered,4.0
13099,22198,Street Treats 2 (Ahm),Biryani,2024-10-14,39,422.02,Cash,Ahmedabad,Delivered,4.0
13100,16739,Fast Treats 3 (Pun),Italian,2024-02-05,25,318.86,Online,Pune,Delivered,5.0
13101,15490,Chinese Treats 6 (Del),Biryani,2023-12-02,36,449.11,Online,Delhi,Delivered,4.0
13102,23144,Desserts Treats 6 (Kol),North Indian,2024-05-19,33,142.23,Online,Kolkata,Delivered,4.0
13103,22138,Italian Treats 5 (Kol),Fast Food,2025-10-13,24,215.5,Online,Kolkata,Delivered,4.0
13104,3052,Fast Treats 5 (Ahm),Chinese,2024-05-06,25,154.77,Cash,Ahmedabad,Delivered,5.0
13105,27257,Street Treats 5 (Mum),Italian,2025-10-09,44,485.01,Online,Mumbai,Delivered,3.0
13106,12847,Biryani Treats 2 (Pun),Biryani,2025-04-11,17,330.43,Online,Pune,Delivered,4.0
13107,5309,Seafood Treats 4 (Ahm),Seafood,2024-10-23,26,534.73,Cash,Ahmedabad,Cancelled,
13108,17612,Desserts Treats 5 (Ahm),South Indian,2025-11-22,48,260.84,Online,Ahmedabad,Delivered,4.0
13109,15596,Street Treats 4 (Che),Desserts,2025-01-15,32,192.66,Online,Chennai,Delivered,5.0
13110,16142,North Treats 3 (Kol),Fast Food,2025-05-18,35,88.76,Online,Kolkata,Cancelled,
13111,19420,Desserts Treats 4 (Kol),Biryani,2023-12-05,20,564.27,Online,Kolkata,Delivered,4.0
13112,1997,Italian Treats 5 (Pun),Chinese,2024-02-12,20,150.56,Online,Pune,Delivered,3.0
13113,27527,Seafood Treats 4 (Hyd),Italian,2024-06-15,26,315.74,Online,Hyderabad,Delivered,4.0
13114,20511,South Treats 4 (Hyd),Chinese,2025-11-15,36,302.5,Online,Hyderabad,Delivered,3.0
13115,11951,Continental Treats 1 (Ahm),South Indian,2024-03-18,33,107.85,Online,Ahmedabad,Cancelled,
13116,2927,Seafood Treats 3 (Pun),Chinese,2024-07-10,36,101.97,Online,Pune,Delivered,4.0
13117,9361,Italian Treats 6 (Pun),Continental,2025-11-16,19,167.79,Cash,Pune,Delivered,4.0
13118,20265,Continental Treats 1 (Ahm),Fast Food,2024-03-18,36,300.44,Cash,Ahmedabad,Delivered,3.0
13119,23455,Seafood Treats 1 (Che),Fast Food,2025-07-24,34,117.88,Cash,Chennai,Cancelled,
13120,27639,Continental Treats 4 (Pun),Italian,2025-07-17,30,334.63,Online,Pune,Delivered,4.0
13121,7463,Seafood Treats 6 (Che),Continental,2025-08-28,31,306.58,Online,Chennai,Delivered,5.0
13122,5713,Italian Treats 2 (Ben),Biryani,2025-10-22,23,349.81,Online,Bengaluru,Delivered,5.0
13123,18501,Chinese Treats 6 (Pun),North Indian,2025-02-10,28,276.16,Online,Pune,Delivered,4.0
13124,22487,Continental Treats 2 (Hyd),Desserts,2025-06-15,32,97.54,Cash,Hyderabad,Delivered,4.0
13125,9529,Chinese Treats 5 (Mum),Chinese,2023-12-14,29,354.53,Online,Mumbai,Delivered,5.0
13126,8477,Biryani Treats 4 (Ben),Street Food,2025-04-18,32,106.46,Online,Bengaluru,Delivered,3.0
13127,26456,Biryani Treats 3 (Pun),South Indian,2025-11-09,10,219.81,Online,Pune,Delivered,3.0
13128,13907,Desserts Treats 2 (Che),Desserts,2024-10-08,20,257.5,Online,Chennai,Delivered,4.0
13129,20524,Fast Treats 5 (Ben),Seafood,2025-05-12,30,699.37,Online,Bengaluru,Cancelled,
13130,28832,Street Treats 5 (Mum),Italian,2025-03-09,39,361.91,Cash,Mumbai,Delivered,5.0
13131,19049,Continental Treats 4 (Che),Chinese,2025-11-24,44,220.2,Online,Chennai,Delivered,4.0
13132,19255,Street Treats 1 (Del),Continental,2025-10-13,30,703.39,Cash,Delhi,Delivered,5.0
13133,8741,Street Treats 5 (Kol),North Indian,2025-05-15,26,218.49,Online,Kolkata,Delivered,2.0
13134,29134,Chinese Treats 4 (Pun),Chinese,2025-01-19,43,260.21,Online,Pune,Delivered,4.0
13135,22076,Italian Treats 1 (Kol),Italian,2024-10-22,33,366.65,Cash,Kolkata,Cancelled,
13136,9671,Fast Treats 5 (Ben),North Indian,2025-04-15,23,533.12,Online,Bengaluru,Cancelled,
13137,24318,Fast Treats 2 (Che),Continental,2023-12-02,42,409.08,Cash,Chennai,Delivered,3.0
13138,22543,Desserts Treats 5 (Kol),Biryani,2024-05-18,28,254.33,Online,Kolkata,Delivered,4.0
13139,20134,Biryani Treats 2 (Kol),Desserts,2025-10-08,36,86.43,Online,Kolkata,Delivered,3.0
13140,3928,Fast Treats 3 (Del),Biryani,2025-09-26,17,547.0,Online,Delhi,Delivered,5.0
13141,13543,South Treats 1 (Hyd),Chinese,2025-08-31,12,169.57,Cash,Hyderabad,Delivered,4.0
13142,14957,Seafood Treats 5 (Ahm),Street Food,2025-03-21,30,135.95,Cash,Ahmedabad,Delivered,5.0
13143,9362,Chinese Treats 3 (Mum),Continental,2024-12-17,26,291.82,Online,Mumbai,Delivered,5.0
13144,11905,North Treats 6 (Mum),Street Food,2024-07-11,34,99.51,Online,Mumbai,Delivered,4.0
13145,22213,Urban Bites (Che),North Indian,2025-11-13,31,368.43,Online,Chennai,Delivered,3.0
13146,28881,Street Treats 1 (Del),Biryani,2025-06-30,31,213.0,Cash,Delhi,Delivered,5.0
13147,24220,Fast Treats 2 (Del),Chinese,2025-05-08,33,318.06,Online,Delhi,Delivered,5.0
13148,13226,Fast Treats 5 (Ben),Seafood,2024-02-01,38,581.89,Online,Bengaluru,Delivered,4.0
13149,7552,South Treats 1 (Mum),Seafood,2024-07-16,26,827.89,Online,Mumbai,Delivered,5.0
13150,6178,North Treats 4 (Hyd),Italian,2024-10-07,25,251.24,Online,Hyderabad,Delivered,3.0
13151,28051,Italian Treats 3 (Che),Desserts,2025-07-07,15,227.46,Online,Chennai,Delivered,3.0
13152,20162,Fast Treats 2 (Del),Seafood,2024-09-12,36,903.51,Online,Delhi,Delivered,4.0
13153,16780,Fast Treats 1 (Ahm),Desserts,2025-06-23,39,151.71,Cash,Ahmedabad,Delivered,4.0
13154,22950,Biryani Treats 4 (Hyd),Biryani,2024-10-05,34,392.36,Cash,Hyderabad,Delivered,4.0
13155,25513,South Treats 4 (Hyd),Continental,2025-11-13,18,302.84,Online,Hyderabad,Delivered,4.0
13156,17655,Foodie Plaza (Hyd),Biryani,2025-10-23,35,357.05,Cash,Hyderabad,Cancelled,
13157,3207,Desserts Treats 2 (Che),Desserts,2025-05-22,39,122.68,Online,Chennai,Delivered,4.0
13158,15035,Italian Treats 5 (Kol),Chinese,2025-09-26,35,270.15,Online,Kolkata,Delivered,4.0
13159,1553,Biryani Treats 1 (Del),Biryani,2024-07-21,28,495.62,Online,Delhi,Delivered,5.0
13160,20765,Street Treats 5 (Del),North Indian,2025-08-18,26,177.69,Online,Delhi,Delivered,5.0
13161,3534,Chinese Treats 6 (Kol),North Indian,2025-10-11,34,265.4,Cash,Kolkata,Delivered,3.0
13162,19140,Desserts Treats 1 (Hyd),Street Food,2025-08-03,37,118.01,Online,Hyderabad,Delivered,4.0
13163,21384,Italian Treats 2 (Che),Fast Food,2024-05-19,29,269.84,Online,Chennai,Delivered,5.0
13164,12927,Biryani Treats 2 (Ben),Fast Food,2025-01-29,32,106.26,Cash,Bengaluru,Delivered,5.0
13165,9725,North Treats 6 (Ben),Continental,2023-12-02,28,632.57,Cash,Bengaluru,Delivered,5.0
13166,9074,Chinese Treats 4 (Ahm),Street Food,2025-11-25,20,50.0,Online,Ahmedabad,Delivered,4.0
13167,24397,Desserts Treats 5 (Che),Chinese,2022-11-01,43,406.36,Online,Chennai,Delivered,3.0
13168,14404,Fast Treats 3 (Kol),North Indian,2024-10-21,16,427.83,Online,Kolkata,Delivered,4.0
13169,14604,Seafood Treats 6 (Ben),Continental,2024-11-07,28,397.27,Cash,Bengaluru,Delivered,4.0
13170,11144,North Treats 6 (Del),Biryani,2025-08-24,39,437.36,Cash,Delhi,Delivered,5.0
13171,12676,Italian Treats 6 (Ben),Biryani,2025-07-31,36,137.95,Cash,Bengaluru,Delivered,4.0
13172,23135,Fast Treats 1 (Kol),Biryani,2025-10-20,25,535.95,Online,Kolkata,Delivered,4.0
13173,19557,Desserts Treats 5 (Ben),Desserts,2025-09-30,23,144.17,Online,Bengaluru,Delivered,5.0
13174,25647,Desserts Treats 2 (Pun),North Indian,2025-11-23,23,313.07,Cash,Pune,Delivered,4.0
13175,1733,Italian Treats 1 (Kol),Italian,2024-08-09,22,432.69,Online,Kolkata,Cancelled,
13176,26658,Seafood Treats 6 (Ben),Biryani,2025-09-24,44,130.16,Online,Bengaluru,Delivered,5.0
13177,24855,Biryani Treats 4 (Ahm),Street Food,2024-09-09,35,50.0,Online,Ahmedabad,Delivered,3.0
13178,19587,Seafood Treats 4 (Kol),Italian,2024-06-01,23,348.11,Online,Kolkata,Delivered,4.0
13179,17236,North Treats 1 (Kol),Desserts,2025-11-22,15,168.45,Online,Kolkata,Delivered,4.0
13180,26646,Seafood Treats 1 (Del),North Indian,2025-06-01,33,286.12,Online,Delhi,Delivered,5.0
13181,14314,Continental Treats 5 (Che),Italian,2025-09-16,38,172.48,Online,Chennai,Delivered,1.0
13182,8285,Seafood Treats 5 (Ben),South Indian,2025-04-06,17,206.7,Cash,Bengaluru,Delivered,3.0
13183,2974,Street Treats 1 (Kol),Chinese,2025-05-06,22,237.05,Online,Kolkata,Delivered,5.0
13184,28232,Street Treats 5 (Che),North Indian,2024-12-25,35,359.54,Cash,Chennai,Delivered,4.0
13185,24377,Seafood Treats 3 (Ben),Continental,2025-01-18,35,557.83,Online,Bengaluru,Cancelled,
13186,25186,Spice Hub (Mum),South Indian,2023-12-02,30,269.98,Cash,Mumbai,Delivered,4.0
13187,7814,North Treats 3 (Ben),Continental,2025-11-16,35,583.67,Online,Bengaluru,Delivered,3.0
